Task,Label
go over the phone that Grandma needs for the protest happening today at 9:00AM,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
confirm the monthly performance review by the deadline on dec 16th at 3:30.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
test the inventory levels before the observance on Monday at 8:15,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
submit the report and share it by Tuesday at eight a.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
test Shani on her celebration which is on the 9th at 6 am.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
add the worker tomorrow,"B-Task,O,B-Task,B-Date"
i have to check the presentation for the project timeline at 11 pm today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
review Shani to review the presentation by midnight on the 20th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
go over the monthly expense summary by the deadline on feb 1st at 2:10,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
remind me to plan the tech conference report before Wednesday at 8:00 PM,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
Need to reserve the photo album before the interviewceremony on sep 15th at 12:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
prepare preliminary idea report by 9:25 p.m. on Friday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
deal with Boss's medical prescriptions on january 27th at 7:45 pm.,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
tomorrow i have to read the table for the feb lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
organize preliminary idea report by 7:50 am on Tuesday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
attend the inventory levels by the 10th at 1:10 pm,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
prepare preliminary idea report by 12:30 a.m. on Saturday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
return photo album for the Port Laurie branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
coordinate the project report by 12pm on Sunday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
i have a client presentation scheduled for Friday next week at 9:30,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
i need to plan an update mail to the team at 12:15 am tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
complete a taxi for the board meeting on Tuesday by tomorrow at 2:30,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
watch the new hammer about onboarding next Friday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
arrange a new coffee table by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
learn lyrics for the gathering on december 17th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
I'm having a ritual with John at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
learn gym bag for the Lake Jessicaport branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
prepare the ruler today,"B-Task,O,B-Task,B-Date"
read mail confirmation today at 10:30,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
plan Daniel for his gathering which is today next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
share a new photo album by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
buy the new album made by Shani until Wednesday at 5:50,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
mow the presentation and presentation by feb 27th at 7:45 pm,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
i need to prepare chapter 12 of the biology textbook by Saturday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
arrange the shower gel by the 4th at 8:20 PM,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
go over my dry cleaning in three days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
I'm having a reunion with Noa at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
read the gym bag before the rally on Saturday at 5:25,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
i need to mow the networking event in Gallegosside after 5:15 this Sunday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
organize a taxi for the board meeting on Wednesday by tomorrow at 7:30,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
finish reading chapter 8 of project timeline book until the 20th of jan,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
look into the monthly expense summary by the deadline on jul 21st at 2:20,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
i need to schedule a computer for the product launch by Sunday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
watch photo album for the South Robertchester branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
follow up the monthly expense summary by the deadline on february 18th at 3:30,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
on december 14th at 3 practice the project panel discussion,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
check preliminary idea report by 6:10 pm on Wednesday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
tomorrow i have to prepare the presentation for the nov lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
clean Grandpa about the networking event by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
i need to coordinate the physics project in Kathleenshire after 12:20 this Tuesday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
send radio for the movie scheduled at noon on jul 10th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
return observance for the client presentation this Thursday at four,"B-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
return a camera follow-up by the 22nd in 20,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
i need to practice the press conference in Garciamouth after 2:40 this Saturday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
test a new car key by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
follow up the lawn for the physics project that is in twelve weeks at 5:25 am,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
i need to study chapter 11 of the biology textbook by Friday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
Need to confirm the UI mockup before the tribute on april 13th at 10:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
complete parade for the trade show this Wednesday at two,"B-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
add a table at Dana's for Tuesday at 10:45 am,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
check a taxi for the training session on Wednesday by tomorrow at 1:50,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
sort out the watermelon that Mom needs for the flight happening tomorrow at 6:25AM,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
i need to arrange chapter nine of the biology textbook by Monday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
i need to learn a presentation by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
send lyrics for the commemoration on sep 28th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
buy a taxi for the panel discussion on Thursday by tomorrow at 10:15,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
complete the hand mirror by the 10th at 8:40 PM,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
learn a new ice cream by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
finish preliminary idea report by 5:20 pm on Friday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
arrange a therapist appointment for next Tuesday at 3:20 am,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
arrange a table at Shani's for Sunday at 12:50 AM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
i have to prepare the presentation for the networking event at 12 a.m. tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
add camera for the celebration scheduled at noon on sep 21st,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
complete a rideshare for the party which is on Sunday by today at 4:30,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
attend the new headphones about onboarding next Sunday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
share for the client presentation on Sunday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
sort out the note that Ron needs for the demonstration happening tomorrow at 4:30AM,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
confirm mail confirmation today at 10:50,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
email preliminary idea report by 11:00 p.m. on Friday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
prioritize Tahel to email the album by midnight on the 13th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
share Shani's shopping gift before may 8th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
organize Noam in ten days around 16,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
test the new paper made by Tracy until Thursday at 6:25,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
test festival tickets tomorrow at 6:40 AM.,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
update the gym bag before the interviewceremony on Monday at 1:10,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
plan the monthly performance review by the deadline on june 23rd at 9:30.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
finish reading chapter 81 of trade show book until the 26th of december,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
i have to coordinate the presentation for the team lunch at 11 p.m. today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
share the new hammer about onboarding next Saturday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
organize the monthly performance review by the deadline on dec 1st at 8:30.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
buy mail confirmation today at 2:15,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
submit the new charger about onboarding next Friday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
clean a lawyer appointment on aug 19th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
set up the monthly expense summary by the deadline on october 7th at 5:45,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
prepare John about the math quiz by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
finalize Grandma in 4 days around 12,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
complete a barber appointment on jan 16th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
don't forget to test the conference tickets by today at 8:15,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
wrap up the monthly expense summary by the deadline on mar 3rd at 11:10,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
add tickets for the carnival on may 16th at 12:00 p.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
review garden for the conference scheduled at noon on april 21st,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
i need to attend an update mail to the team at 5:30 p.m. today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
reserve lyrics for the rally on july 20th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
don't forget to add the shopping tickets by tomorrow at 4:30,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
buy worker for the interviewceremony scheduled at noon on nov 17th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
schedule the new lawn about onboarding next Monday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
buy a clock follow-up by the 25th in 13,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
study a table at Grandpa's for Sunday at 4:20 PM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
follow up the note that Ron needs for the movie happening today at 4:45AM,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
review Dad on her concert which is on the 12th at 9 a.m..,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
update a nurse to inspect the radio by tomorrow at six AM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
return paper tray for the New Kimberly branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
analyze the UI mockup by the 28th at 1:40 PM,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
submit lyrics for the ritual on feb 10th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
i have a team meeting scheduled for Wednesday next week at 6:00,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
I'm having a movie with Dad at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
I'm having a flight with John at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
drop off the monthly expense summary by the deadline on jul 18th at 5:10,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
submit a optometrist to inspect the pen by tomorrow at 12 AM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
organize a electrician appointment for next Sunday at 5:40 p.m.,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
finish reading chapter 14 of client presentation book until the 13th of september,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
i need to practice a laptop by Thursday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
call the new camera made by Boss until Friday at 10:20,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
call a barber appointment on apr 31st around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
i need to schedule the product launch in Alexanderport after 4:00 this Thursday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
remind me to read the board meeting report before Thursday at 8:30 AM,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
i need to confirm the team meeting in Andrewtown after 2:25 this Friday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
design the camera report in 2 days at 3:30 PM,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
make sure to go over the tournament certification by today at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
watch Tahel's protest gift before july 12th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
attend the notebook and notebook by july 5th at 10:50 p.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
read Grandpa to review the notebook by midnight on the 8th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
design the coffee table before the interviewceremony on Friday at 2:30,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
call the phone case before the protest on Tuesday at 9:30,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
clean Mom's tribute gift before december 8th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
prepare the ice cream before the shopping on Friday at 10:20,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
don't forget to add the gathering tickets by tomorrow at 6:00,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
schedule the garden tomorrow,"B-Task,O,B-Task,B-Date"
send the note report in 6 days at 9:30 pm,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
email the code report in four days at 3:30 a.m.,"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time"
don't forget to email the graduation tickets by tomorrow at 6:45,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
update tickets for the interviewceremony on june 19th at 4:30 PM.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
check the report and return it by Friday at five PM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
check Ron for his flight which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
practice Gal to review the garden by midnight on the 17th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
today i have to manage the ruler for the jun lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
check mail confirmation today at 3:20,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
call updated budget for the New Stephanieville branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
Remember to return with Daniel about the panel discussion scheduled for Tuesday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
submit the hammer before one PM today and then add,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
clean computer for the rally scheduled at noon on feb 23rd,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
i have to manage the presentation for the panel discussion at five pm today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
on june 22nd at 16 finish the project tech conference,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
Need to send the hand mirror before the vacation on apr 2nd at 8:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
clean the new report made by Boss until Saturday at 1:20,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
prepare Noa on her rally which is on the 3rd at five am.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
don't forget to return the memorial tickets by tomorrow at 6:00,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
buy updated budget for the East Lisa branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
Remember to learn with Dad about the math quiz scheduled for Monday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
i need to update an update mail to the team at 9:40 am tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
remind me to update the press conference report before Wednesday at 7:20 pm,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
manage keyboard for the interviewceremony scheduled at noon on jun 18th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
plan the new printer made by Dror until Saturday at 11:00,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
I'm having a concert with Noam at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
clean lyrics for the rally on february 11th at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
return keyboard for the rally scheduled at noon on jun 13th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
i need to study chapter 4 of the biology textbook by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
update the presentation before 1 pm today and then test,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
confirm the mockup tomorrow,"B-Task,O,B-Task,B-Date"
design preliminary idea report by 12:25 pm on Thursday,"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date"
manage the monthly performance review by the deadline on sep 4th at 11:45.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
i have a project timeline scheduled for Friday next week at 3:25,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
on april 8th at 11 finalize the project physics project,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
test a table at Lia's for Monday at 7:15 a.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
send a table at Tahel's for Wednesday at 10:20 AM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
add the hand mirror before the protest on Saturday at 8:25,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
